"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Jan-2008","     5370.35","     5399.75","     5348.85","     5384.55","      455695052","        11770.33"
"02-Jan-2008","     5407.65","     5449.95","     5331.20","     5437.80","      659516990","        17437.97"
"03-Jan-2008","     5412.95","     5478.70","     5411.45","     5442.20","      577619330","        18582.17"
"04-Jan-2008","     5488.75","     5527.80","     5484.95","     5502.60","      537694344","        17758.02"
"07-Jan-2008","     5443.05","     5518.00","     5442.90","     5500.15","      527178679","        17900.23"
"08-Jan-2008","     5543.15","     5563.50","     5402.35","     5460.30","      587179188","        20032.83"
"09-Jan-2008","     5454.85","     5505.15","     5403.95","     5451.90","      481388946","        17085.65"
"10-Jan-2008","     5455.05","     5518.25","     5308.45","     5319.90","      433247130","        17064.17"
"11-Jan-2008","     5355.00","     5370.10","     5252.25","     5348.20","      390455193","        15151.55"
"14-Jan-2008","     5365.00","     5396.75","     5344.35","     5385.25","      391579213","        15005.14"
"15-Jan-2008","     5393.70","     5427.15","     5270.45","     5282.10","      398006523","        16047.16"
"16-Jan-2008","     5195.25","     5217.95","     5063.25","     5164.95","      436741543","        18483.94"
"17-Jan-2008","     5187.60","     5229.45","     5131.75","     5151.15","      453573670","        17385.67"
"18-Jan-2008","     5103.55","     5132.70","     4908.50","     4925.85","      418360017","        16961.60"
"21-Jan-2008","     4834.00","     4834.00","     4258.85","     4425.55","      543706873","        20943.76"
"22-Jan-2008","     3996.15","     4208.15","     3744.45","     4134.30","      539828717","        18083.85"
"23-Jan-2008","     4383.30","     4510.50","     4207.15","     4417.00","      506123037","        16377.30"
"24-Jan-2008","     4532.15","     4553.15","     4223.40","     4267.10","      458538211","        14675.63"
"25-Jan-2008","     4269.00","     4574.20","     4269.00","     4567.20","      352784780","        11634.72"
"28-Jan-2008","     4404.80","     4507.55","     4327.95","     4497.50","      295068214","         9722.25"
"29-Jan-2008","     4560.65","     4595.80","     4448.05","     4491.25","      340261060","        10305.95"
"30-Jan-2008","     4494.40","     4494.40","     4373.30","     4385.60","      293455752","         9609.29"
"31-Jan-2008","     4399.00","     4442.00","     4286.85","     4349.00","      546596657","        18331.20"
"01-Feb-2008","     4404.10","     4461.85","     4307.05","     4450.05","      316842994","        10799.44"
