Scheme Code,Scheme Code,Net Asset Value,Repurchase Price,Sale Price,Date
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,29.3132,29.0201,29.3132,19-Mar-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,29.4602,29.1656,29.4602,20-Mar-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,30.0191,29.7189,30.0191,21-Mar-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,30.9043,30.5953,30.9043,22-Mar-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,30.7884,30.4805,30.7884,23-Mar-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,30.4702,30.1655,30.4702,26-Mar-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,30.0047,29.7047,30.0047,28-Mar-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,30.299,29.996,30.299,29-Mar-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,30.4837,30.1789,30.4837,30-Mar-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,28.9867,28.6968,28.9867,4-Feb-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,29.4384,29.144,29.4384,4-Mar-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,29.7511,29.4536,29.7511,4-Apr-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,29.8987,29.5997,29.8987,4-May-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,30.62,30.3138,30.62,4-Sep-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,30.6558,30.3492,30.6558,4-Oct-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,30.7694,30.4617,30.7694,4-Nov-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,30.5039,30.1989,30.5039,4-Dec-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,31.1932,30.8813,31.1932,13-Apr-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,31.9527,31.6332,31.9527,16-Apr-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,31.7217,31.4045,31.7217,17-Apr-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,31.9378,31.6184,31.9378,18-Apr-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,31.8265,31.5082,31.8265,19-Apr-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,32.5166,32.1914,32.5166,20-Apr-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,32.561,32.2354,32.561,23-Apr-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.0105,32.6804,33.0105,24-Apr-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.2112,32.8791,33.2112,25-Apr-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.2938,32.9609,33.2938,26-Apr-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,32.5406,32.2152,32.5406,27-Apr-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,32.5729,32.2472,32.5729,30-Apr-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.0655,32.7348,33.0655,5-Mar-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,32.7992,32.4712,32.7992,5-Apr-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,32.7477,32.4202,32.7477,5-Jul-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,32.4756,32.1508,32.4756,5-Aug-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,32.4924,32.1675,32.4924,5-Sep-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,32.3917,32.0678,32.3917,5-Oct-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,32.4691,32.1444,32.4691,5-Nov-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,32.9237,32.5945,32.9237,14-May-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,32.8115,32.4834,32.8115,15-May-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.2128,32.8807,33.2128,16-May-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.601,33.265,33.601,17-May-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.5596,33.224,33.5596,18-May-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.9236,33.5844,33.9236,21-May-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.0596,33.719,34.0596,22-May-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.8037,33.4657,33.8037,23-May-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.4758,33.141,33.4758,24-May-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.8193,33.4811,33.8193,25-May-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.884,33.5452,33.884,28-May-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.1746,33.8329,34.1746,29-May-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.8274,33.4891,33.8274,30-May-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.1942,33.8523,34.1942,31-May-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.207,33.8649,34.207,6-Jan-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.9662,33.6265,33.9662,6-Apr-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.1049,33.7639,34.1049,6-May-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.4238,33.0896,33.4238,6-Jun-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.2776,32.9448,33.2776,6-Jul-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.0172,32.687,33.0172,6-Aug-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.0191,32.6889,33.0191,6-Nov-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.0974,32.7664,33.0974,6-Dec-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,32.7732,32.4455,32.7732,13-Jun-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.2384,32.906,33.2384,14-Jun-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.255,32.9225,33.255,15-Jun-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.0586,32.728,33.0586,18-Jun-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.5916,33.2557,33.5916,19-Jun-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.8634,33.5248,33.8634,20-Jun-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.0114,33.6713,34.0114,21-Jun-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.8886,33.5497,33.8886,22-Jun-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.944,33.6046,33.944,25-Jun-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.1526,33.8111,34.1526,26-Jun-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.9787,33.6389,33.9787,27-Jun-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.1312,33.7899,34.1312,28-Jun-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.4184,34.0742,34.4184,29-Jun-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.3794,34.0356,34.3794,7-Feb-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.7272,34.3799,34.7272,7-Mar-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.74,34.3926,34.74,7-Apr-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.6992,34.3522,34.6992,7-May-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.9518,34.6023,34.9518,7-Jun-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,35.2281,34.8758,35.2281,7-Sep-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,35.1272,34.7759,35.1272,7-Oct-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.9775,34.6277,34.9775,7-Nov-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,35.4468,35.0923,35.4468,7-Dec-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,35.9033,35.5443,35.9033,13-Jul-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,35.9795,35.6197,35.9795,16-Jul-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,35.8655,35.5068,35.8655,17-Jul-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,35.8752,35.5164,35.8752,18-Jul-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,36.3727,36.009,36.3727,19-Jul-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,36.4034,36.0394,36.4034,20-Jul-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,36.8307,36.4624,36.8307,23-Jul-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,36.8438,36.4754,36.8438,24-Jul-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,36.5865,36.2206,36.5865,25-Jul-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,36.839,36.4706,36.839,26-Jul-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,35.4545,35.1,35.4545,27-Jul-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,35.4095,35.4095,35.4095,30-Jul-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,36.1111,36.1111,36.1111,31-Jul-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.6482,34.6482,34.6482,8-Jan-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.734,34.734,34.734,8-Feb-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,35.0979,35.0979,35.0979,8-Mar-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.6013,34.6013,34.6013,8-Jun-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.7435,34.7435,34.7435,8-Jul-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,35.597,35.597,35.597,8-Aug-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,35.126,35.126,35.126,8-Sep-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.5662,34.5662,34.5662,8-Oct-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.8842,34.8842,34.8842,13-Aug-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.8562,34.8562,34.8562,14-Aug-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.3317,33.3317,33.3317,16-Aug-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,32.7801,32.7801,32.7801,17-Aug-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.5768,33.5768,33.5768,20-Aug-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,32.5043,32.5043,32.5043,21-Aug-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.1295,33.1295,33.1295,22-Aug-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,32.8273,32.8273,32.8273,23-Aug-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,33.427,33.427,33.427,24-Aug-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.3181,34.3181,34.3181,27-Aug-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.4584,34.4584,34.4584,28-Aug-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,34.7654,34.7654,34.7654,29-Aug-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,35.1912,35.1912,35.1912,30-Aug-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,35.603,35.603,35.603,31-Aug-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,35.684,35.684,35.684,9-Mar-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,35.724,35.724,35.724,9-Apr-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,35.6958,35.6958,35.6958,9-May-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,36.0351,36.0351,36.0351,9-Jun-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,35.9538,35.9538,35.9538,9-Jul-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,35.9809,35.9809,35.9809,9-Oct-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,35.8935,35.8935,35.8935,9-Nov-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,35.891,35.891,35.891,9-Dec-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,36.1459,36.1459,36.1459,13-Sep-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,36.0596,36.0596,36.0596,14-Sep-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,35.8708,35.8708,35.8708,17-Sep-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,36.2783,36.2783,36.2783,18-Sep-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,37.763,37.763,37.763,19-Sep-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,37.8835,37.8835,37.8835,20-Sep-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,38.6002,38.6002,38.6002,21-Sep-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,39.3023,39.3023,39.3023,24-Sep-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,39.3538,39.3538,39.3538,25-Sep-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,39.365,39.365,39.365,26-Sep-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,39.8408,39.8408,39.8408,27-Sep-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,40.0052,40.0052,40.0052,28-Sep-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,40.38,40.38,40.38,10-Jan-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,41.5041,41.5041,41.5041,10-Mar-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,41.4851,41.4851,41.4851,10-Apr-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,41.3023,41.3023,41.3023,10-May-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,40.5018,40.5018,40.5018,10-Aug-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,42.4266,42.4266,42.4266,10-Sep-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,43.3313,43.3313,43.3313,10-Oct-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,43.9922,43.9922,43.9922,10-Nov-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,43.2221,43.2221,43.2221,10-Dec-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,45.1449,45.1449,45.1449,15-Oct-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,45.1256,45.1256,45.1256,16-Oct-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,44.2651,44.2651,44.2651,17-Oct-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,42.6018,42.6018,42.6018,18-Oct-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,41.5189,41.5189,41.5189,19-Oct-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,41.275,41.275,41.275,22-Oct-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,43.5715,43.5715,43.5715,23-Oct-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,43.7478,43.7478,43.7478,24-Oct-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,44.3311,44.3311,44.3311,25-Oct-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,45.3858,45.3858,45.3858,26-Oct-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,47.0286,47.0286,47.0286,29-Oct-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,46.727,46.727,46.727,30-Oct-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,46.982,46.982,46.982,31-Oct-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,46.7138,46.7138,46.7138,11-Jan-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,47.2379,47.2379,47.2379,11-Feb-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,46.5553,46.5553,46.5553,11-May-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,46.0663,46.0663,46.0663,11-Jun-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,46.0437,46.0437,46.0437,11-Jul-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,45.3769,45.3769,45.3769,11-Aug-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,44.7174,44.7174,44.7174,11-Dec-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,45.3414,45.3414,45.3414,13-Nov-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,47.2692,47.2692,47.2692,14-Nov-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,47.0641,47.0641,47.0641,15-Nov-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,47.0162,47.0162,47.0162,16-Nov-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,47.0238,47.0238,47.0238,19-Nov-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,46.017,46.017,46.017,20-Nov-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,44.2628,44.2628,44.2628,21-Nov-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,43.9324,43.9324,43.9324,22-Nov-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,44.6387,44.6387,44.6387,23-Nov-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,45.5395,45.5395,45.5395,26-Nov-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,45.2748,45.2748,45.2748,27-Nov-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,44.5273,44.5273,44.5273,28-Nov-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,44.663,44.663,44.663,29-Nov-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,45.6778,45.6778,45.6778,30-Nov-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,46.4789,46.4789,46.4789,12-Mar-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,46.4252,46.4252,46.4252,12-Apr-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,47.0706,47.0706,47.0706,12-May-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,47.1847,47.1847,47.1847,12-Jun-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,47.3385,47.3385,47.3385,12-Jul-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,47.2264,47.2264,47.2264,12-Oct-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,48.2886,48.2886,48.2886,12-Nov-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,48.7496,48.7496,48.7496,12-Dec-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,47.9504,47.9504,47.9504,13-Dec-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,47.8674,47.8674,47.8674,14-Dec-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,45.7239,45.7239,45.7239,17-Dec-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,45.4485,45.4485,45.4485,18-Dec-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,45.5203,45.5203,45.5203,19-Dec-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,45.6389,45.6389,45.6389,20-Dec-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,47.3431,47.3431,47.3431,24-Dec-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,48.0695,48.0695,48.0695,26-Dec-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,48.1511,48.1511,48.1511,27-Dec-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,48.1363,48.1363,48.1363,28-Dec-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,48.6122,48.6122,48.6122,31-Dec-07
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,48.656,48.656,48.656,1-Jan-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,48.9307,48.9307,48.9307,1-Feb-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,48.9035,48.9035,48.9035,1-Mar-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,49.6564,49.6564,49.6564,1-Apr-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,49.6887,49.6887,49.6887,1-Jul-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,49.7563,49.7563,49.7563,1-Aug-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,49.6298,49.6298,49.6298,1-Sep-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,48.7213,48.7213,48.7213,1-Oct-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,49.0593,49.0593,49.0593,1-Nov-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,49.1095,49.1095,49.1095,14-Jan-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,48.0626,48.0626,48.0626,15-Jan-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,46.9681,46.9681,46.9681,16-Jan-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,46.7886,46.7886,46.7886,17-Jan-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,45.1485,45.1485,45.1485,18-Jan-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,41.2356,41.2356,41.2356,21-Jan-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,38.9198,38.9198,38.9198,22-Jan-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,41.2653,41.2653,41.2653,23-Jan-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,39.893,39.893,39.893,24-Jan-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,42.6573,42.6573,42.6573,25-Jan-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,41.6772,41.6772,41.6772,28-Jan-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,41.7185,41.7185,41.7185,29-Jan-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,40.8179,40.8179,40.8179,30-Jan-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,40.5865,40.5865,40.5865,31-Jan-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,42.0104,42.0104,42.0104,2-Jan-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,43.1887,43.1887,43.1887,2-Apr-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,43.3467,43.3467,43.3467,2-May-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,42.09,42.09,42.09,2-Jun-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,40.5961,40.5961,40.5961,2-Jul-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,40.4925,40.4925,40.4925,2-Aug-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,38.4126,38.4126,38.4126,2-Nov-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,38.2635,38.2635,38.2635,2-Dec-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,38.986,38.986,38.986,13-Feb-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,41.1389,41.1389,41.1389,14-Feb-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,41.9323,41.9323,41.9323,15-Feb-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,41.7233,41.7233,41.7233,18-Feb-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,41.753,41.753,41.753,19-Feb-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,40.7545,40.7545,40.7545,20-Feb-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,41.0476,41.0476,41.0476,21-Feb-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,40.4069,40.4069,40.4069,22-Feb-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,41.1143,41.1143,41.1143,25-Feb-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,41.6606,41.6606,41.6606,26-Feb-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,41.6462,41.6462,41.6462,27-Feb-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,41.7772,41.7772,41.7772,28-Feb-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,41.29,41.29,41.29,29-Feb-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,39.1544,39.1544,39.1544,3-Mar-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,38.4539,38.4539,38.4539,3-Apr-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,38.9034,38.9034,38.9034,3-May-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,37.7182,37.7182,37.7182,3-Jul-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,37.9457,37.9457,37.9457,3-Oct-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,38.4606,38.4606,38.4606,3-Nov-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,38.5072,38.5072,38.5072,3-Dec-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,36.5484,36.5484,36.5484,13-Mar-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,37.4509,37.4509,37.4509,14-Mar-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,35.5634,35.5634,35.5634,17-Mar-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,35.7953,35.7953,35.7953,18-Mar-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,36.1114,36.1114,36.1114,19-Mar-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,36.3836,36.3836,36.3836,24-Mar-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,38.4924,38.4924,38.4924,25-Mar-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,38.1067,38.1067,38.1067,26-Mar-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,38.1048,38.1048,38.1048,27-Mar-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,38.9833,38.9833,38.9833,28-Mar-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,37.3512,37.3512,37.3512,31-Mar-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,37.39,37.39,37.39,4-Jan-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,37.5021,37.5021,37.5021,4-Feb-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,37.6276,37.6276,37.6276,4-Mar-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,36.6475,36.6475,36.6475,4-Apr-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,37.5428,37.5428,37.5428,4-Jul-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,37.1363,37.1363,37.1363,4-Aug-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,37.43,37.43,37.43,4-Sep-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,37.3209,37.3209,37.3209,4-Oct-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,37.6719,37.6719,37.6719,4-Nov-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,38.4687,38.4687,38.4687,15-Apr-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,38.5279,38.5279,38.5279,16-Apr-08
105067,Franklin India Index Fund- Nifty Plan - Growth Plan,39.0864,39.0864,39.0864,17-Apr-08
